Gene	SNPs	Traits	Tissues	Interactions	Mapped
TRIM37	rs9905704, rs2302189, rs411988, rs6503905, rs12940923, rs9303401, rs412000, rs2302190	Testicular_Germ_Cell_Tumor, dental_caries, iron_biomarker_measurement__ferritin_measurement, myeloperoxidase_measurement, neuropsychological_test, testicular_carcinoma, tooth_eruption, vitamin_D_measurement	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Breast_Mammary_Tissue, Adrenal_Gland, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Muscle_Skeletal, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Adipose_Visceral_Omentum, Lung, Testis, Artery_Aorta, Colon_Transverse, Spleen, Esophagus_Mucosa	cis	False
RP11-441F2.5	rs17214007	cognition	Adrenal_Gland	trans	False
G6PC2	rs560887, rs552976, rs1474055, rs563694, rs13387347, rs569805	A1C_measurement, HOMA-B, Parkinson's_disease, body_mass_index__fasting_blood_glucose_measurement, coronary_artery_calcification, fasting_blood_glucose_measurement, glucose_measurement, metabolic_syndrome, metabolite_measurement	Thyroid, Stomach, Adipose_Subcutaneous, Nerve_Tibial, Skin_Not_Sun_Exposed_Suprapubic, Lung, Breast_Mammary_Tissue, Skin_Sun_Exposed_Lower_leg, Brain_Hippocampus, Adipose_Visceral_Omentum	cis	True
FEN1	rs174601, rs509360	cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement, fatty_acid_measurement__linolenic_acid_measurement	Muscle_Skeletal, Small_Intestine_Terminal_Ileum	cis	False
KREMEN1	rs62185668	bladder_carcinoma	Brain_Cerebellar_Hemisphere	trans	False
NEK10	rs6929137, rs653465, rs13082711, rs820430	bone_density, breast_carcinoma, diastolic_blood_pressure, hypertension, mean_arterial_pressure, systolic_blood_pressure	Brain_Caudate_basal_ganglia, Liver, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Brain_Frontal_Cortex_BA9	both	False
INTS6	rs11217875, rs11217874, rs4242382	intraocular_pressure_measurement, prostate_carcinoma	Esophagus_Mucosa, Adipose_Subcutaneous	trans	False
NEBL	rs281380	multiple_sclerosis	Esophagus_Muscularis	trans	False
SCD	rs603424	blood_metabolite_measurement, glycerophospholipid_measurement__blood_metabolite_measurement, metabolite_measurement, phospholipid_measurement, serum_metabolite_measurement	Nerve_Tibial, Adipose_Subcutaneous, Adipose_Visceral_Omentum	cis	False
WISP1	rs4527850	type_II_diabetes_mellitus	Muscle_Skeletal	cis	False
MNT	rs4790333	insulin_measurement	Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic	cis	False
ZNF585A	rs11673344	energy_intake	Adipose_Subcutaneous	cis	False
RP11-399O19.9	rs1800682, rs2234978	chronic_lymphocytic_leukemia, protein_measurement	Adrenal_Gland, Brain_Caudate_basal_ganglia, Brain_Putamen_basal_ganglia	cis	False
ZNF585B	rs7246657, rs11673344, rs16975963	coronary_artery_calcification, energy_intake, longevity	Cells_Transformed_fibroblasts, Adipose_Subcutaneous, Esophagus_Mucosa, Artery_Tibial, Esophagus_Muscularis, Prostate	cis	False
IL22RA1	rs3934861	bipolar_disorder	Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
GPRC5B	rs12446632, rs12446554	age_at_menarche, body_mass_index, obesity	Adipose_Subcutaneous	cis	False
FLYWCH1	rs605066, rs886427	high_density_lipoprotein_cholesterol_measurement, waist-hip_ratio__metabolic_syndrome	Thyroid, Breast_Mammary_Tissue, Heart_Atrial_Appendage, Artery_Tibial, Muscle_Skeletal, Lung	both	False
INTS8	rs17359493	type_II_diabetes_mellitus	Heart_Atrial_Appendage, Cells_EBV-transformed_lymphocytes	cis	True
RCN1	rs2075290	metabolic_syndrome, triglyceride_measurement__metabolic_syndrome	Brain_Putamen_basal_ganglia	trans	False
NEDD9	rs9295536, rs6503659	neuroblastoma, squamous_cell_carcinoma__esophageal_carcinoma	Artery_Tibial, Brain_Cerebellum	trans	False
RHOQ	rs17818399	body_height	Esophagus_Mucosa	cis	False
RP11-366M4.12	rs4691139	ovarian_carcinoma	Testis	cis	False
STRIP2	rs1355223, rs6942756	systemic_lupus_erythematosus, white_matter_hyperintensity_measurement	Ovary, Testis	both	False
ANKRD27	rs3815700, rs3892630, rs4805834	eosinophilic_esophagitis, mean_corpuscular_volume, serum_creatinine_measurement	Artery_Tibial, Nerve_Tibial, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Skin_Sun_Exposed_Lower_leg, Brain_Frontal_Cortex_BA9, Spleen, Brain_Putamen_basal_ganglia, Colon_Sigmoid	cis	False
C13orf45	rs539514	type_I_diabetes_mellitus	Nerve_Tibial	cis	False
ACO1	rs7032871	serum_IgG_glycosylation_measurement	Artery_Tibial, Brain_Cerebellum, Muscle_Skeletal, Brain_Hypothalamus, Brain_Hippocampus	cis	True
RHOA	rs7647973, rs7617480	age_at_menarche	Muscle_Skeletal	cis	False
ACO2	rs2235852, rs7364180, rs727563, rs13207034, rs4822024, rs1023500	allergy, beta-amyloid_1-42_measurement__Alzheimers_disease, Crohn's_disease, HVA_measurement, Vitiligo, inflammatory_bowel_disease, schizophrenia	Lung, Adipose_Subcutaneous, Thyroid, Ovary, Artery_Tibial, Nerve_Tibial, Artery_Aorta, Spleen, Uterus	both	False
WFDC5	rs6065777	schizophrenia	Skin_Sun_Exposed_Lower_leg	cis	False
SUV420H1	rs7141210, rs2608200	age_at_menarche, attention_deficit_hyperactivity_disorder	Spleen, Brain_Frontal_Cortex_BA9	trans	False
ANKRD29	rs7237244, rs11082762, rs621636	allergic_rhinitis, amyotrophic_lateral_sclerosis, homocysteine_measurement	Cells_Transformed_fibroblasts, Heart_Left_Ventricle, Brain_Frontal_Cortex_BA9	both	False
LINC00925	rs4932217, rs894157, rs2239815	body_height, IGF-1_measurement, squamous_cell_carcinoma__esophageal_carcinoma	Thyroid, Whole_Blood, Testis, Lung	both	False
TMEM66	rs12681963	migraine_disorder	Cells_EBV-transformed_lymphocytes, Skin_Sun_Exposed_Lower_leg	cis	False
TMEM64	rs1018836, rs7830341	Trypanosoma_cruzi_seropositivity__ejection_fraction_measurement, body_mass_index	Whole_Blood, Artery_Tibial	both	False
TMEM61	rs2495478	Nephroblastoma	Brain_Cerebellum	cis	False
TMEM60	rs6465825	chronic_kidney_disease__serum_creatinine_measurement	Whole_Blood, Pituitary, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Muscle_Skeletal, Cells_Transformed_fibroblasts, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Skin_Sun_Exposed_Lower_leg	cis	False
TMEM68	rs1149336	puberty_onset_measurement	Lung	trans	False
KLHL42	rs10842994	type_II_diabetes_mellitus	Artery_Aorta, Artery_Tibial	cis	False
CIR1	rs12693043	urate_measurement__body_mass_index	Brain_Caudate_basal_ganglia	cis	False
NEDD4	rs6959212, rs8032158, rs4619807	body_height, Keloid, psychosis	Heart_Atrial_Appendage, Thyroid, Artery_Tibial, Cells_Transformed_fibroblasts, Artery_Aorta, Nerve_Tibial	both	False
SMC4	rs62287976	MHPG_measurement	Adrenal_Gland	trans	False
TRIM38	rs1865760, rs1185567, rs2762353, rs548987, rs17270561, rs12216125, rs198811, rs13198474, rs6918586, rs55834529, rs41266839, rs1165196, rs1165205, rs1165209	body_height, blood_metabolite_measurement, homocysteine_measurement, iron_biomarker_measurement, narcolepsy_with_cataplexy, schizophrenia, urate_measurement, urate_measurement__overweight_body_mass_index_status, urate_measurement__underweight_body_mass_index_status, uric_acid_measurement	Thyroid, Esophagus_Muscularis, Whole_Blood, Skin_Sun_Exposed_Lower_leg, Pancreas, Esophagus_Mucosa	both	False
OGFOD2	rs1790100, rs7296418, rs2851447	multiple_sclerosis, platelet_count, schizophrenia	Cells_Transformed_fibroblasts, Brain_Hypothalamus, Cells_EBV-transformed_lymphocytes	cis	False
ZNF626	rs4808260	response_to_hydrochlorothiazide__fasting_blood_glucose_measurement	Adrenal_Gland, Artery_Tibial, Artery_Coronary	cis	False
ZNF621	rs1417210	Vitiligo	Brain_Putamen_basal_ganglia	trans	False
AC009961.3	rs4664304	Crohn's_disease, inflammatory_bowel_disease	Thyroid	cis	False
CTNNA2	rs9860547, rs2903492, rs11126630, rs17835319	allergy, body_mass_index, childhood_aggressive_behaviour_measurement, drug_use_measurement__depressive_symptom_measurement__SSRI_use_measurement	Brain_Hypothalamus, Vagina, Adipose_Visceral_Omentum, Cells_EBV-transformed_lymphocytes	trans	False
MROH3P	rs2297909, rs11584383, rs7554511, rs296547, rs35730213, rs7522462, rs72749142	ankylosing_spondylitis, attention_deficit_hyperactivity_disorder__unipolar_depression__schizophrenia__autism_spectrum_disorder__bipolar_disorder, Crohn's_disease, celiac_disease, inflammatory_bowel_disease, multiple_sclerosis, schizophrenia, ulcerative_colitis	Artery_Aorta, Artery_Tibial, Artery_Coronary, Skin_Sun_Exposed_Lower_leg	cis	False
TMEM120B	rs4298948	physical_activity	Esophagus_Muscularis	cis	False
RPL3	rs54211	sudden_cardiac_arrest	Nerve_Tibial	cis	False
MLXIP	rs11835818, rs7953704	body_height, urate_measurement	Colon_Transverse, Small_Intestine_Terminal_Ileum	cis	True
ADO	rs1444418, rs10995251, rs10995271, rs224136	atopic_eczema, Crohn's_disease	Skin_Sun_Exposed_Lower_leg, Testis, Muscle_Skeletal, Heart_Left_Ventricle	cis	False
TMEM120A	rs17685	coffee_consumption, coffee_consumption__cups_of_coffee_per_day_measurement	Brain_Cortex	cis	False
ADK	rs2834215, rs7924176, rs12220238	Crohn's_disease, odontogenesis, soluble_interleukin-2_receptor_subunit_alpha_measurement, tooth_eruption	Testis, Whole_Blood, Colon_Transverse, Heart_Atrial_Appendage, Heart_Left_Ventricle, Small_Intestine_Terminal_Ileum, Artery_Aorta	both	True
BRWD1	rs2836950, rs2836974	age_at_menarche, cognition	Brain_Cortex, Pituitary, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg	cis	True
RASGRF1	rs939658, rs10040979	Abnormality_of_refraction, response_to_antineoplastic_agent__response_to_anthracycline-based_chemotherapy	Nerve_Tibial, Cells_Transformed_fibroblasts	both	False
RASGRF2	rs7773324	Crohn's_disease, inflammatory_bowel_disease	Pancreas	trans	False
AC005152.2	rs10022462, rs9913711, rs9915657	blood_metabolite_measurement, serum_gamma-glutamyl_transferase_measurement, thyroid_stimulating_hormone_measurement	Artery_Coronary, Artery_Tibial, Heart_Left_Ventricle	both	False
ZNF480	rs2434422	Cannabis_use_initiation	Muscle_Skeletal	cis	False
ZNF483	rs10441737, rs10980926, rs7873730, rs10980921	age_at_menarche, puberty__height_growth_measurement	Adipose_Subcutaneous, Thyroid, Adrenal_Gland, Colon_Sigmoid, Heart_Left_Ventricle, Cells_Transformed_fibroblasts	cis	True
DECR2	rs2266928	mean_corpuscular_hemoglobin_concentration	Cells_Transformed_fibroblasts	cis	False
BRE	rs1260326, rs174570	blood_metabolite_measurement, chronic_kidney_disease__serum_creatinine_measurement, cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement, metabolite_measurement	Lung, Esophagus_Muscularis	both	False
AL161915.1	rs10788972	Parkinson's_disease__Lewy_body_measurement	Esophagus_Mucosa	cis	False
KALRN	rs7638995, rs333332, rs13375749, rs10512627, rs2010099	Alzheimers_disease, Heschl's_gyrus_morphology_measurement, blood_metabolite_measurement, mean_platelet_volume, thyroid_peroxidase_antibody_measurement	Skin_Sun_Exposed_Lower_leg, Esophagus_Mucosa, Whole_Blood, Thyroid, Muscle_Skeletal	both	True
LIN9	rs6060373, rs4615179	body_height, developmental_dysplasia_of_the_hip, spine_bone_size, urinary_metabolite_measurement	Esophagus_Gastroesophageal_Junction, Breast_Mammary_Tissue	trans	False
HIST1H2AE	rs4141885	body_height	Brain_Anterior_cingulate_cortex_BA24	cis	False
HIST1H2AC	rs1799945, rs198846	diastolic_blood_pressure, hypertension, mean_arterial_pressure, mean_corpuscular_volume, serum_iron_measurement, systolic_blood_pressure	Esophagus_Mucosa	cis	False
STYX	rs17125944	Alzheimers_disease	Esophagus_Mucosa	cis	False
LUC7L	rs1122794	mean_corpuscular_hemoglobin	Esophagus_Mucosa	cis	False
TCFL5	rs17854409	cortisol_secretion_measurement	Muscle_Skeletal, Skin_Sun_Exposed_Lower_leg	cis	True
CTD-3037G24.3	rs1560104	body_height	Testis	cis	False
GOLGB1	rs3772130	neuropsychological_test	Muscle_Skeletal	cis	False
RP11-33O4.1	rs7588654	body_height	Brain_Hippocampus	cis	False
FAM179A	rs4372836, rs13008299	body_mass_index, diastolic_blood_pressure__alcohol_drinking	Artery_Tibial, Lung, Testis, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Artery_Aorta, Skin_Sun_Exposed_Lower_leg	cis	True
FAM179B	rs55643152	dementia__Alzheimer's_disease_neuropathologic_change	Whole_Blood	trans	False
RP11-758N13.1	rs2293582, rs73376930, rs3743104	colorectal_cancer, hypospadias	Liver, Pancreas, Cells_Transformed_fibroblasts	cis	False
TRAF3	rs1956529	odontogenesis	Adrenal_Gland	trans	False
LEF1-AS1	rs1800682	chronic_lymphocytic_leukemia	Skin_Sun_Exposed_Lower_leg	trans	False
HOOK2	rs8012	blood_metabolite_measurement	Artery_Tibial	cis	False
TMPRSS5	rs2734839, rs3934007	information_processing_speed, interferon_alpha_measurement__systemic_lupus_erythematosus	Adipose_Subcutaneous, Brain_Hypothalamus	cis	False
TMPRSS6	rs2284033, rs228916, rs5756506	asthma, iron_biomarker_measurement__serum_iron_measurement, mean_corpuscular_hemoglobin	Skin_Not_Sun_Exposed_Suprapubic, Lung, Brain_Nucleus_accumbens_basal_ganglia	cis	True
RP11-157P1.5	rs4925386	colorectal_cancer	Heart_Atrial_Appendage, Liver, Muscle_Skeletal, Heart_Left_Ventricle	cis	False
EMG1	rs12580543, rs2110073	fatty_acid_measurement__linoleic_acid_measurement, fatty_acid_measurement__oleic_acid_measurement	Stomach, Cells_Transformed_fibroblasts, Testis, Adipose_Visceral_Omentum, Lung	cis	False
SLC4A1AP	rs17006206	Alzheimers_disease	Whole_Blood	cis	True
TBC1D10A	rs4820834	coronary_artery_calcification	Nerve_Tibial	cis	False
MOV10	rs12120956, rs17030613	body_height, diastolic_blood_pressure, systolic_blood_pressure	Thyroid, Artery_Aorta, Artery_Tibial, Esophagus_Muscularis, Skin_Sun_Exposed_Lower_leg	cis	False
RP11-317J10.2	rs1532423	serum_zinc_measurement	Thyroid, Whole_Blood, Brain_Putamen_basal_ganglia	cis	False
MOCS2	rs27419	schizophrenia	Nerve_Tibial	cis	False
BPIFB4	rs6058869, rs6087990	inflammatory_bowel_disease, ulcerative_colitis	Artery_Tibial	cis	False
OARD1	rs943072	ulcerative_colitis	Cells_EBV-transformed_lymphocytes	trans	False
RP11-305P22.9	rs6062788	body_mass_index	Brain_Cerebellum, Brain_Cerebellar_Hemisphere	cis	False
COMMD1	rs12723025	response_to_triptolide__cytotoxicity_measurement	Brain_Cerebellar_Hemisphere	trans	False
COMMD6	rs2048327	coronary_heart_disease	Brain_Putamen_basal_ganglia	trans	False
COMMD7	rs4911259, rs6058869, rs13036344, rs6087990	inflammatory_bowel_disease, type_II_diabetes_mellitus, ulcerative_colitis	Breast_Mammary_Tissue, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Nerve_Tibial, Artery_Aorta, Testis, Esophagus_Mucosa, Muscle_Skeletal	cis	False
COMMD5	rs4675874	blood_metabolite_measurement	Artery_Coronary	trans	False
RP1-15D23.2	rs6425143, rs9286879, rs7517810, rs859637, rs2157453	Crohn's_disease, celiac_disease, inflammatory_bowel_disease	Lung, Esophagus_Muscularis, Adipose_Subcutaneous	cis	False
METTL10	rs3740540, rs2629540, rs1802295	body_height, cocaine_dependence, type_II_diabetes_mellitus	Thyroid, Breast_Mammary_Tissue, Esophagus_Muscularis, Adipose_Subcutaneous, Muscle_Skeletal, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Brain_Nucleus_accumbens_basal_ganglia, Esophagus_Mucosa, Testis, Skin_Not_Sun_Exposed_Suprapubic, Vagina, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Nerve_Tibial, Brain_Anterior_cingulate_cortex_BA24, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Artery_Tibial, Cells_EBV-transformed_lymphocytes, Artery_Coronary, Adipose_Visceral_Omentum, Artery_Aorta, Brain_Hippocampus, Lung, Skin_Sun_Exposed_Lower_leg	both	False
RP11-137H2.6	rs7097656	Crohn's_disease, inflammatory_bowel_disease	Brain_Frontal_Cortex_BA9, Esophagus_Mucosa	cis	False
METTL15	rs7112365, rs11601602	IGFBP-3_measurement, energy_intake	Heart_Left_Ventricle, Muscle_Skeletal	both	True
NPR2	rs10814275	non-dense_area_measurement__mammographic_density_measurement	Thyroid	cis	True
ZMYM1	rs148763909	Alzheimers_disease	Ovary	trans	False
CAMK2G	rs2227551, rs2227564	Crohn's_disease, inflammatory_bowel_disease	Esophagus_Mucosa	cis	False
CAMK2A	rs2304069, rs2149954, rs9313772	HIV-1_infection, longevity, mean_arterial_pressure	Artery_Tibial, Brain_Frontal_Cortex_BA9	both	False
CAMK2B	rs1127065	metabolic_syndrome	Brain_Frontal_Cortex_BA9, Brain_Anterior_cingulate_cortex_BA24, Brain_Cortex	cis	True
TMEM184B	rs7289126, rs2284063, rs6001027, rs738322, rs5756931	dense_area_measurement__mammographic_density_measurement, mammographic_density_percentage__mammographic_density_measurement, melanoma, nevus, triglyceride_measurement	Thyroid, Nerve_Tibial, Cells_Transformed_fibroblasts, Adipose_Subcutaneous, Brain_Cerebellar_Hemisphere	cis	False
TMEM184C	rs11099660	Frontotemporal_dementia	Thyroid	cis	False
SHFM1	rs1464807, rs10429035	attention_deficit_hyperactivity_disorder, bone_density	Artery_Tibial	cis	False
LURAP1L	rs1408799	eye_color	Brain_Hypothalamus	cis	False
RP11-209D14.2	rs8067545, rs2013441	schizophrenia, urinary_nitrogen_measurement	Testis, Cells_Transformed_fibroblasts, Brain_Cortex, Artery_Aorta	cis	False
CTB-30L5.1	rs17398575, rs17477177	atherosclerosis, pulse_pressure_measurement	Artery_Aorta, Adrenal_Gland	cis	False
RP11-750H9.5	rs10838708, rs2293579	body_height, serum_albumin_measurement	Whole_Blood, Brain_Cerebellar_Hemisphere	cis	False
MEF2C-AS1	rs17560407, rs28669119, rs6882046	response_to_hydrochlorothiazide__triglyceride_measurement, schizophrenia, self_reported_educational_attainment	Thyroid, Muscle_Skeletal	cis	False
ZSCAN12	rs6903823	pulmonary_function_measurement__forced_expiratory_volume	Muscle_Skeletal	cis	False
ENOX1	rs7200543, rs3764147, rs8002861, rs6919939	glycerophospholipid_measurement__blood_metabolite_measurement, leprosy, schizophrenia	Lung, Heart_Atrial_Appendage, Cells_Transformed_fibroblasts, Brain_Putamen_basal_ganglia	both	False
ANO9	rs10540	body_mass_index	Thyroid, Esophagus_Mucosa	cis	False
ANO5	rs11026412	Parkinson's_disease	Thyroid, Brain_Cerebellum, Pancreas, Nerve_Tibial, Artery_Tibial, Ovary, Adipose_Visceral_Omentum, Artery_Aorta, Lung	cis	False
ANO6	rs17095830, rs17536527, rs11168249, rs4930776, rs7301826	ankylosing_spondylitis, glomerular_filtration_rate, inflammatory_bowel_disease, plasma_clusterin_measurement, tissue_plasminogen_activator_measurement, ulcerative_colitis	Artery_Tibial, Esophagus_Muscularis, Brain_Nucleus_accumbens_basal_ganglia, Whole_Blood, Breast_Mammary_Tissue	both	False
CELF1	rs10838725, rs4757144, rs2293579	Alzheimers_disease, schizophrenia, serum_albumin_measurement	Nerve_Tibial, Uterus	both	False
POLR1A	rs2241437	response_to_methylphenidate	Artery_Tibial, Nerve_Tibial, Esophagus_Muscularis, Cells_Transformed_fibroblasts, Artery_Aorta	cis	False
POLR1D	rs7097, rs9512755	diffuse_large_B-cell_lymphoma, response_to_cytosine_arabinoside	Whole_Blood, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Nerve_Tibial, Skin_Sun_Exposed_Lower_leg	cis	False
HIP1R	rs11060180	Parkinson's_disease	Esophagus_Mucosa	cis	False
WDR41	rs163030, rs4704397, rs2046045, rs1382879, rs6885099	brain_measurement, hypothyroidism, thyroid_function, thyroid_stimulating_hormone_measurement	Whole_Blood, Pituitary, Brain_Cerebellum, Thyroid	cis	False
DUS1L	rs4625783	blood_metabolite_measurement	Thyroid	cis	False
HCG22	rs7768644	drug-induced_agranulocytosis__response_to_thioamide__Graves_disease	Esophagus_Mucosa	cis	False
AC074391.1	rs1876518, rs1858037, rs934734	immune_system_disease, rheumatoid_arthritis	Thyroid	cis	False
JAK2	rs10758669, rs10968562, rs409801	Crohn's_disease, body_mass_index, inflammatory_bowel_disease, platelet_count, ulcerative_colitis	Small_Intestine_Terminal_Ileum, Brain_Hippocampus, Skin_Not_Sun_Exposed_Suprapubic	both	False
JAK3	rs4087296, rs265548	bone_density, cancer_biomarker_measurement	Heart_Atrial_Appendage, Brain_Cerebellum, Brain_Cerebellar_Hemisphere	both	False
JAK1	rs2780902, rs17127169, rs752010	diabetic_nephropathy, sitting_height_ratio, systemic_lupus_erythematosus__lupus_nephritis	Thyroid, Brain_Frontal_Cortex_BA9, Stomach, Brain_Cerebellum, Nerve_Tibial, Spleen, Brain_Cortex, Adipose_Visceral_Omentum, Brain_Cerebellar_Hemisphere, Lung, Skin_Sun_Exposed_Lower_leg, Colon_Sigmoid	both	False
